Gene.symbol	Gene.ID	adj.P.Val	logFC
TMA7	51372	0.632036611104045	1.1921701105
		0.632164257959402	0.303507637055555
		0.632182922209987	-0.201995216555555
ACTR3BP2///ACTR3BP5	440888///399746	0.632220900215898	-0.217005786833333
C1orf131	128061	0.63222804889283	-0.214327627333332
		0.63222804889283	0.501923254944444
		0.63222804889283	0.2845741555
CCDC22	28952	0.63222804889283	0.1935551035
IL2	3558	0.632281233966288	-0.106927113777778
MAF	4094	0.632309387792221	0.370200743111112
ZNF569	148266	0.632396989974652	-0.268298345222221
XPO1	7514	0.632417486129547	0.301698695777775
NUDCD2	134492	0.632417486129547	-0.299230412722223
DALRD3	55152	0.632417486129547	-0.260375173333332
		0.632506690797881	-0.334170902388888
		0.632552562538428	0.406285624444443
C1orf186	440712	0.632552562538428	0.476168138666666
ARFGAP1	55738	0.63322180737682	0.188909075277778
THUMPD3	25917	0.63322180737682	-0.306980124
HNRNPA3P1	10151	0.63322180737682	-0.52873029983333
GPAT4	137964	0.63322180737682	-0.625128558833333
		0.633430646097804	0.222276027055556
CNOT7	29883	0.633433097447973	0.46206867866667
NANP	140838	0.633455469712735	-0.277494390111112
		0.633455469712735	-0.427404316944445
CCDC66	285331	0.633460700708906	0.600070547333333
HIST1H2BA	255626	0.633594698197405	0.175924157722221
FADS2	9415	0.633634807821983	-0.396625280444447
DHRS12	79758	0.633634807821983	-0.236129984555554
CASP8	841	0.633634807821983	-0.286067988277779
ZNF750	79755	0.633682316922718	-0.208969313444444
M6PR	4074	0.633682316922718	0.294337441944448
		0.633682316922718	0.519923620166665
ZNF12	7559	0.633691984580624	-0.27267826183333
MYH11	4629	0.633691984580624	0.215962287111112
MGME1///MGME1	92667///92667	0.633691984580624	-0.32449079322222
HDGFRP2	84717	0.633691984580624	-0.228419200333335
GARS	2617	0.633691984580624	0.210852191277779
OSGIN2	734	0.633691984580624	-0.311553280666668
TCEANC	170082	0.633691984580624	0.382979739833333
TMEM203	94107	0.633691984580624	-0.403231110444445
		0.633691984580624	-0.204244136833334
		0.6340799080299	-0.642886092333332
OR5H15///OR5H14///OR5H6///OR5H1	403274///403273///79295///26341	0.6340799080299	-0.125095944222222
HSPB7	27129	0.634089357983167	0.184604400222221
MRGPRF	116535	0.634089357983167	0.191066670388891
		0.634117199896554	-0.718658218333333
PLCB3	5331	0.634206452707768	0.213203289388891
BPIFB6	128859	0.634206452707768	0.212789045999998
		0.634206452707768	-0.180328600555557
		0.634206452707768	-0.434196040000002
TRIM67	440730	0.634206452707768	-0.255673895222222
ANXA5	308	0.63433330375815	-0.748715439833337
GBAS	2631	0.63433330375815	0.542967557055558
CARMIL3	90668	0.634495599986989	0.190956473777778
		0.634577970238492	0.125235275055555
KANK4	163782	0.634577970238492	0.17029333477778
		0.634577970238492	-0.341828290777777
HMG20A	10363	0.634620584110762	0.241744253833334
		0.634620584110762	-0.490611157611113
		0.634620584110762	-0.191871093833333
KRTAP12-4	386684	0.634760491314263	-0.258429318666667
PIGF	5281	0.634760491314263	0.683311436777778
FAM149B1	317662	0.63506180998509	-0.304478132666667
		0.635070613635534	-0.500842233222222
MUC12	10071	0.635278080393165	-0.279575001444445
UGT2A3	79799	0.635278080393165	-0.14264662638889
		0.635278080393165	-0.237274973777778
		0.63533577804544	0.414254153111112
NXPH1	30010	0.63541511084998	0.234241940277776
		0.63541511084998	0.436809808
		0.63541511084998	0.525811143944445
DIAPH2-AS1	10824	0.635427552161041	0.243922828611111
DDX6	1656	0.635474951793292	0.219494430666668
		0.635540223337885	-0.257586985000003
C10orf113	387638	0.635583771936248	-0.404652183555555
		0.635583771936248	0.310754902222223
TSPEAR-AS2	114043	0.635583771936248	-0.299716824166667
SNX5	27131	0.635583771936248	0.197672319166665
PLAA	9373	0.635586300969891	0.205960659722225
		0.635602604299863	0.287362220222225
		0.635627604614343	-0.587839461222222
		0.63563016283501	-0.366079926722222
		0.63563016283501	-0.561710889666668
PFN2	5217	0.635661868273354	-0.327805815333334
SDR39U1	56948	0.635722969698375	-0.191044504111111
KCTD5	54442	0.635736957137608	0.163180140777777
		0.635736957137608	-0.312943527277779
RNF31	55072	0.635747449051825	0.177039219333333
		0.63578468306915	0.361278889333334
SYT5	6861	0.63581607835932	0.252965442277777
CLEC19A	728276	0.635921302162935	-0.2788855645
		0.636002460192774	-0.164580948277777
VCP	7415	0.636002868944784	-0.165307460777779
MAPK15	225689	0.636023567783704	-0.209970645055555
JUP	3728	0.636117111133953	-0.35024304577778
ACO2	50	0.636332436518446	0.169244835666666
LCN6	158062	0.63633859850866	-0.263640751999999
		0.636346711413631	0.737112334333333
		0.636346711413631	-0.354173699388888
		0.636383802288086	-0.247524140555555
CMTR2	55783	0.636402677439513	0.282111012111113
ZNF566	84924	0.636402677439513	-0.364790175333333
ATRIP///TREX1	84126///11277	0.636402677439513	0.167501469611113
LGR5	8549	0.636402677439513	0.145447359833333
MGAT5	4249	0.636402677439513	0.277226620277777
RGS13	6003	0.636402677439513	-0.265993209555555
		0.636402677439513	0.265086430555555
TMC6	11322	0.636402677439513	-0.204800696333332
VPS18	57617	0.636402677439513	0.296341845888888
PIGQ	9091	0.636402677439513	0.312762947388888
		0.636402677439513	-0.513881286999998
		0.636426860037531	0.225697951388889
ATF4	468	0.636653310356262	0.3470753465
DENND6A	201627	0.636673925397979	0.157511834555555
HMCN2	256158	0.636673925397979	0.23944643161111
		0.636683564465718	-0.422001149222224
		0.63683555191536	-0.425735819166668
HPGD	3248	0.63699727920617	-0.791459380222222
		0.63703976515692	-0.276739934333335
ANKRD40	91369	0.637100835438932	0.19346926577778
		0.637123543535172	1.01868325216667
NDOR1	27158	0.637123543535172	-0.216901029777778
GREM2	64388	0.637230386842485	-0.276543630666667
		0.637230386842485	-0.478116099222222
RGSL1	353299	0.637819540629868	0.150034068333332
WNT9A	7483	0.637882576584529	-0.226791912555553
		0.637890170450267	0.238372699166667
ZNF3	7551	0.637908479054572	-0.321317131166666
ZNF506	440515	0.637908479054572	-0.555662379611113
SERPINA4	5267	0.638021122301796	0.233356105444446
		0.638021122301796	-0.17158461811111
		0.638021122301796	-0.371838836222222
MKX	283078	0.638021122301796	-0.227813474833334
COLQ	8292	0.638115716312702	0.254964772555556
LOC339803	339803	0.638130933993333	-0.454770138111109
FLJ42102	399923	0.638130933993333	-0.289362029
WSCD1	23302	0.638169834141418	0.23718516638889
OR6B1	135946	0.638169834141418	0.208627566055555
ASXL2///ASXL2	55252///55252	0.638169834141418	0.45627045861111
ZG16	653808	0.638169834141418	0.21352068638889
RBM41	55285	0.638169834141418	-0.27448322811111
SLAMF1	6504	0.638189645395988	0.310393737277776
		0.638209398648274	-0.197963054111111
N4BP2	55728	0.638209398648274	-0.334702672333334
		0.638486500548813	0.567179915944445
KDM8	79831	0.638486500548813	-0.359050494277778
NPAS4	266743	0.638529481361451	0.271863784888889
CRKL	1399	0.638662453951304	-0.318272851666666
		0.638662453951304	0.154578097277778
LOC100288208	100288208	0.638904394306626	0.21511458638889
HIRA	7290	0.638924948588402	0.241344911722222
		0.638924948588402	0.506960329111112
AKAP8	10270	0.638924948588402	0.183133459833336
SOWAHA	134548	0.63900634786444	0.231896203166666
KDM6B	23135	0.63900634786444	0.267232996833333
		0.639014386960724	0.340499562888887
		0.639016025986209	0.196072058444444
		0.639028165280067	0.34567459888889
		0.639028165280067	-0.261521369055555
GSTM4	2948	0.639028165280067	0.520710861277777
		0.639113187827398	0.163746685555556
		0.639149210149467	0.126751894555555
C12orf10	60314	0.639149210149467	0.293668914444445
BAIAP2-AS1	440465	0.639181733137833	-0.2552356415
		0.639181733137833	-0.580500640333334
PTPRK	5796	0.639240438053164	0.332455173111111
FAM71D	161142	0.639240438053164	0.174322691611111
CLDN8	9073	0.639277908422415	-0.137639783722221
		0.639379992434732	0.362772546444447
		0.639379992434732	-0.312900112722221
PLCG1	5335	0.639498552700653	0.331641271944446
GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2	730394///728340///653238///2966	0.639498552700653	-0.375655546666666
CSTB	1476	0.639498552700653	-0.278227127499999
		0.639498552700653	-0.391890363333333
ODC1	4953	0.639498552700653	0.343662532722224
		0.63951957464613	0.224796430333334
TRY2P	207147	0.63951957464613	-0.168560375277777
RASL12	51285	0.639552770242565	0.196160544388889
KIF22	3835	0.639552922378883	0.343733754777777
RPS25	6230	0.639552922378883	-0.173285126111113
XIRP1	165904	0.639552922378883	0.187124629333333
		0.639552922378883	0.379738469833333
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100288332///100132247///728741///642799///642778///440345///339044///283970///283955///23117///9284///5310///100132247///440345///23117	0.639552922378883	-0.341210879
DEFB128	245939	0.639552922378883	-0.134108090333333
PRMT9	90826	0.639739748508183	-0.216131648777779
SPACA3	124912	0.639758650702975	-0.223057170611111
SLC52A2	79581	0.639758650702975	-0.289106287833334
		0.639906896747063	-0.242175519333334
		0.640025060337329	0.461073987777779
LOC401357	401357	0.640063806344058	0.227343576388888
USP9X	8239	0.640113130987697	-0.187562119999999
YWHAQP8	392510	0.640113130987697	0.437059956222222
PAK3	5063	0.640113130987697	-0.238542421055557
		0.640113130987697	-0.314272297833333
		0.640113130987697	-0.319298681722223
TNXB///TNXA	7148///7146	0.640113130987697	0.300766223333334
		0.640126379481815	0.315738730611113
		0.640171111710969	0.316806564722222
		0.640408393380591	-0.213971108055556
		0.640408393380591	0.288564960388887
OCSTAMP	128506	0.640412962197236	0.216651986722222
		0.640487755453397	-0.357347008611112
CES2	8824	0.640547738467684	-0.172495685277777
		0.640547738467684	0.619006316000002
MAP7D1	55700	0.640547738467684	0.256020195055557
TMEM59L	25789	0.640547738467684	-0.199725268555556
UBR2	23304	0.640566541913336	-0.177616023944445
		0.640566541913336	-0.196703761166666
OR5AN1	390195	0.640670498744747	0.183987052166667
LRRC37B	114659	0.640713771853132	0.751170394111111
FNBP1	23048	0.640736136868669	-0.170241912222226
LMAN2L	81562	0.640736136868669	-0.460345414111112
KATNAL1	84056	0.640736136868669	-0.396594128222222
CCNL1	57018	0.640736136868669	-0.395733256055554
UQCRBP1	442454	0.64074498951883	-0.391282344944444
		0.640757154332888	0.565813064666667
TCAF1	9747	0.640772594610466	-0.228445549
		0.641009461540961	0.857744690111112
CLYBL	171425	0.641077861891057	0.4063147585
		0.641089334353724	0.288000591277778
		0.641162598456167	0.165124246833334
KRTAP8-1	337879	0.641276976957981	0.188886129777778
SMTNL2	342527	0.641363807109091	0.228469519499999
MMP25	64386	0.641627069001864	0.270820386277779
MET	4233	0.641968857272748	0.160599441222223
		0.642160734127115	-0.382280893944444
		0.642160734127115	0.402357766000001
		0.642160734127115	-0.5607286795
SLC38A5	92745	0.642201213606031	-0.389139557944445
		0.642201213606031	0.227215475944444
UAP1L1	91373	0.642201213606031	-0.250036702222222
SIGLEC7	27036	0.642265172100136	0.360471581000001
CAMK1	8536	0.642373271727848	0.407669258777778
OCA2	4948	0.642618810146182	0.221314061833334
C1orf87	127795	0.642632790902784	-0.203583778777779
		0.642668311826855	-0.209457897
		0.642697914832999	-0.34052132477778
HERC2P9///HERC2P2///HERC2P3///HERC2	440248///400322///283755///8924	0.642747984551944	-0.356687378333332
FLJ35934	400579	0.642764147761423	-0.237551389166665
		0.642788430800753	0.244078533333334
		0.642794663826447	0.346934496555555
STK32A	202374	0.642893260709585	-0.217880153222222
LOC101927051	101927051	0.642914546420354	0.227802801999999
LIMS2	55679	0.642915704783894	0.221088770555554
C4orf46	201725	0.643031042500142	0.226067027444444
STH	246744	0.643054613608766	-0.205003159388888
LINC01602	100505477	0.643054613608766	0.24086233888889
WBSCR22	114049	0.643054613608766	-0.250906516166665
YIPF2	78992	0.643054613608766	-0.173478827166669
RHBDF1	64285	0.643054613608766	-0.253448817999997
CSPG4P5	114817	0.643054613608766	0.440872052055554
		0.643054613608766	-0.362129551611111
AKR7A3	22977	0.643054613608766	-0.29180328088889
TCF24	100129654	0.643054613608766	0.261430441333334
		0.643054613608766	-0.176748433888889
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5379///729453///5387///5380///5379	0.643054613608766	-0.354756357055555
PXDN	7837	0.643054613608766	0.485424726000002
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.643054613608766	-0.194309362999999
		0.643054613608766	-0.128142985555555
LDHB	3945	0.643129054964751	-0.289889055
TUFT1	7286	0.643129054964751	-0.380129032166667
SCARNA17	677769	0.643129054964751	-0.897252777000004
		0.643142028202259	-0.798582202888889
		0.643169838759225	-0.30689538588889
		0.643169838759225	-0.251578454111111
SNRK	54861	0.643172323128969	0.189375407611111
DPPA3	359787	0.643173611859445	0.309629966555556
PPFIA2	8499	0.643223303865851	0.158004023555556
		0.643223303865851	-0.271403614555556
KCNS2	3788	0.643223303865851	-0.276647623444444
LGALSL///LGALSL	29094///29094	0.64330125740831	0.543405943222221
C1QTNF7	114905	0.643384330504246	-0.191017934055556
CDC42BPG	55561	0.643624717921541	-0.191211596722222
KATNB1	10300	0.643656144004351	0.168812186000001
		0.643656144004351	0.360650295888888
DHCR24	1718	0.643656144004351	-0.454082439666666
TRIT1	54802	0.643656144004351	0.316574254499996
IL2RA	3559	0.643656144004351	0.68606445761111
RPL34	6164	0.643656144004351	-0.279181545722222
RENBP	5973	0.643656144004351	-0.419060173388885
PRKAA1	5562	0.643893125025547	0.299362023111113
TSHR///TSHR	7253///7253	0.643898184887887	0.206385204444445
BARHL2	343472	0.643938423702152	-0.256182312444444
BCL2L2-PABPN1///PABPN1	100529063///8106	0.64404125890019	-0.193467933777775
LINC00304	283860	0.644319258408312	0.2168499305
		0.644491683232138	-0.340936352444444
HSD17B1	3292	0.644491683232138	0.277735165333334
PLPP2	8612	0.644491683232138	-0.230571854611111
NFE4	58160	0.644662803712863	0.290568468166668
BTF3L4	91408	0.644697060283164	0.299314966555558
INSM1	3642	0.644697060283164	0.276356874166665
		0.644697060283164	0.15488965638889
COA6	388753	0.644697060283164	-0.324676937555555
		0.644697060283164	0.498162300000002
DRC1	92749	0.644697060283164	0.161734651944444
		0.644697060283164	-0.105683033611111
		0.644697060283164	-0.405186785666668
		0.644697060283164	0.356450570555555
CHST3	9469	0.644697060283164	0.279255597666667
		0.644833548269498	-0.383430259333334
		0.644833548269498	-0.166262705000003
		0.644856641956106	-0.838382600499997
PPP2R2D	55844	0.644856641956106	0.308230386444445
COQ2	27235	0.644856641956106	-0.229826943333332
RFX7	64864	0.644912937843851	0.485928568666667
PRR21	643905	0.644912937843851	0.214810200277778
		0.644912937843851	0.292902115555556
CHAF1B	8208	0.645022448049287	0.338532756944445
KRT85	3891	0.645022448049287	0.300802184500003
GLOD5	392465	0.645079596244044	-0.279825278555556
FAM98A	25940	0.645303743349357	0.267203623944445
EIF3E	3646	0.645303743349357	-0.361479850166665
		0.645303743349357	0.977081747111112
MIR183	406959	0.645303743349357	-0.198635213777778
ABHD18	80167	0.645303743349357	-0.340227246166665
KIF25	3834	0.645386065089348	0.25972966238889
CD83	9308	0.645445148852118	0.595212751166667
		0.645445148852118	0.249206432277778
U2SURP	23350	0.645498964830912	0.197951339722223
		0.645498964830912	0.241424248944444
ARHGAP20	57569	0.645498964830912	-0.245343575888889
XBP1	7494	0.645513533875948	-0.252826976777778
TRAF3IP2	10758	0.645578633620361	0.329624413611111
		0.645578633620361	0.215204112611111
		0.645584791265007	0.153314516666667
CFAP206	154313	0.64566738693107	-0.1496011205
WFDC13	164237	0.64566738693107	0.236125312722223
TBL3	10607	0.64566738693107	0.201809834000001
OR6K2	81448	0.64566738693107	-0.199434308888889
		0.64566738693107	-0.30621746061111
ZFP42	132625	0.645746722423637	-0.200339009388889
PGA4///PGA3///PGA5	643847///643834///5222	0.645746722423637	0.504213490333335
		0.645746722423637	-0.170826098722224
		0.645746722423637	0.385646239222222
		0.645929160623679	-0.279379344722222
		0.646030730476539	-0.227230814
ATP6V1D	51382	0.646102569431926	0.350215600777778
		0.646102569431926	-0.563086804944444
NDUFV3	4731	0.646150501689964	0.221467786555555
		0.646200471560112	-0.152281906888889
DNHD1	144132	0.646298032338094	-0.279920893555555
		0.646298032338094	-0.325116525777778
IRX1	79192	0.646404830343946	0.254446107611109
BCL2L13	23786	0.646473525916117	-0.204197250444445
		0.646522397992268	-0.458882115666666
		0.646522397992268	-0.29132151388889
LCE3B	353143	0.646605803348297	-0.206831822555555
FZD4	8322	0.64661347972339	0.225806716277777
		0.64661347972339	-0.45554000588889
VAC14	55697	0.646622158775686	0.216123956166666
NACAP1	83955	0.646671878069081	0.194998421222222
ALKBH7	84266	0.646739076998774	0.264482430777781
PPM1K///PPM1K	152926///152926	0.646739076998774	-0.324405562833335
		0.646739076998774	0.543412635333333
MUC21	394263	0.646739076998774	0.274002955611111
NUTM1	256646	0.646801265766389	-0.195544800888889
CWF19L1	55280	0.647111447726245	0.239743066277778
		0.647126842842841	-0.196848656333333
GPR150	285601	0.647239402326238	0.231367992333335
